file_name,box.0,box.1,box.2,box.3,text,label
0012529284.json,87,482,199,502,Field Complete,question
0012529284.json,88,512,213,546,Final Report Due (Supplier Rpt.),question
0012529284.json,323,394,519,413,Summary of Research Budget,header
0012529284.json,543,424,636,441,,answer
0012529284.json,540,451,642,472,"(886, 220. 53)",answer
0012529284.json,545,481,636,502,"+14, 165. 00",answer
0012529284.json,325,422,457,440,Total Area Budget:,question
0012529284.json,323,454,520,471,Current Balance Available:,question
0012529284.json,322,484,481,516,This Change: (From Current Budget),question
0012529284.json,323,527,405,544,This Amount,question
0012529284.json,326,545,514,561,(From Next Year' s Budget),question
0012529284.json,421,528,515,543,"-14, 165. 00",answer
0012529284.json,174,575,327,591,Start plete FR,question
0012529284.json,540,584,642,605,"(872, 055. 53)",answer
0012529284.json,525,644,638,663,"1, 652, 955. 53",answer
0012529284.json,549,692,612,708,12 -4 -87,answer
0012529284.json,525,799,650,830,12 /2 /87,answer
0012529284.json,504,867,672,888,1987 -113 /114 /115 -CA,answer
0012529284.json,412,871,498,886,Project No.,question
0012529284.json,407,900,503,915,Account Name,question
0012529284.json,90,856,165,868,Original -,question
0012529284.json,169,856,262,873,Project File,answer
0012529284.json,168,870,287,887,S. Willinger (3),answer
0012529284.json,166,888,265,902,G. D. Raphael,answer
0012529284.json,160,900,335,917,V. Hansberry (If Int.),answer
0012529284.json,85,811,185,826,Budget Check,question
0012529284.json,85,781,181,797,Approved By:,question
0012529284.json,88,749,176,768,Approved By:,question
0012529284.json,88,722,178,737,Approved By:,question
0012529284.json,87,692,184,707,Submitted By:,question
0012529284.json,210,692,336,707,S. L. Willinger,answer
0012529284.json,323,645,458,663,Committed To Date:,question
0012529284.json,325,588,413,603,New Balance:,question
0012529284.json,30,585,326,636,"87 -113 (70, 825) 9 /23 10 /11 11 /16 87 -114 (70. 825) 10 /13 10 /29 12 /7 87 -115 (70, 825 11 /16 12 /7 1 /11",answer
0012529284.json,186,795,346,847,,answer
0012529284.json,210,828,244,838,,question

file_name,box.0,box.1,box.2,box.3,text,label
0012529295.json,54,132,92,150,Date:,question
0012529295.json,104,265,168,279,Supplier,question
0012529295.json,52,364,131,381,Projected:,header
0012529295.json,574,204,588,218,x,answer
0012529295.json,410,296,431,309,-0-,answer
0012529295.json,410,322,431,339,-O-,answer
0012529295.json,413,706,447,720,Date,question
0012529295.json,414,732,446,749,Date,question
0012529295.json,412,761,447,779,Date,question
0012529295.json,412,787,446,809,Date,question
0012529295.json,410,818,444,836,Date,question
0012529295.json,50,848,111,866,Original,question
0012529295.json,42,867,75,876,cc:,question
0012529295.json,496,133,517,151,No.,question
0012529295.json,545,204,570,223,Yes,question
0012529295.json,593,206,611,223,No,question
0012529295.json,440,483,473,498,-0-,other
0012529295.json,461,893,503,910,CAPRI,answer
0012529295.json,45,921,116,938,/lsbg1006,other
0012529295.json,560,919,689,943,465915288,other
0012529295.json,114,850,125,862,-,question
0012529295.json,263,86,477,105,MARKET RESEARCH AUTHORIZATION,header
0012529295.json,261,103,483,121,(Recommended Proposal Attached),other
0012529295.json,505,17,710,122,6DR IV per II Revised MRA request one on LS to be,other
0012529295.json,567,131,610,148,C- 40,answer
0012529295.json,103,131,169,150,10/ /9 87,answer
0012529295.json,53,159,266,179,Description: CAPRI Expansion:,question
0012529295.json,277,160,457,179,California- A&U Wave II,answer
0012529295.json,54,205,150,222,Requested By:,question
0012529295.json,162,203,285,221,S. H. Trebilcock,answer
0012529295.json,344,206,534,223,Research Request Attached:,header
0012529295.json,54,233,280,252,Competitive Proposals Obtained:,header
0012529295.json,284,263,346,279,Cost ($),question
0012529295.json,394,250,442,281,Est. Travel,question
0012529295.json,488,265,565,279,Total Cost,question
0012529295.json,605,251,677,281,Cost Per Interview,question
0012529295.json,605,294,656,312,$47 .22,answer
0012529295.json,605,318,658,340,$74 .67,answer
0012529295.json,459,322,579,341,$112 000 +/ - 10%,answer
0012529295.json,465,291,570,310,"$70 ,825 + - 10%",answer
0012529295.json,252,291,375,313,"$70 70,825 +/ - 10%",answer
0012529295.json,256,321,377,341,"$112, 000 +/ - 10%",answer
0012529295.json,59,292,228,313,Kapuler Market Research,answer
0012529295.json,60,322,194,341,"Market Facts, Inc.",answer
0012529295.json,48,381,166,398,Initiation Date,question
0012529295.json,52,409,137,424,Field Start,question
0012529295.json,52,436,157,455,Field Complete,question
0012529295.json,52,466,171,485,Final Report Due,question
0012529295.json,171,380,222,400,8/ 3/ 87,answer
0012529295.json,177,407,244,428,9/ 23/ 87*,answer
0012529295.json,169,438,230,457,10/ 11/ 87,answer
0012529295.json,180,466,243,487,11/ 16/ 87,answer
0012529295.json,301,364,493,383,Summary of Research Budget,header
0012529295.json,296,382,434,401,Total Area Budget:,question
0012529295.json,300,409,468,429,Current Bal. Available:,question
0012529295.json,297,440,454,470,This Change (From Current Budget),question
0012529295.json,534,379,625,400,"780, 900. 00",answer
0012529295.json,525,408,628,430,"(381, 583. 08)",answer
0012529295.json,535,440,624,459,"-70, 825. 00",answer
0012529295.json,297,525,389,544,New Balance,question
0012529295.json,525,525,630,546,"(452 ,408, 08)",answer
0012529295.json,513,570,626,592,"1, 233, 308. 08",answer
0012529295.json,295,571,430,606,Committed to Date: (Current Year),question
0012529295.json,50,613,139,631,Sample Size,question
0012529295.json,152,614,194,632,1. 500,answer
0012529295.json,47,629,206,647,Recommemded Supplier:,question
0012529295.json,224,630,419,651,Kapuler Marketing Research,answer
0012529295.json,52,645,263,663,Reason(s) for Recommendation,question
0012529295.json,274,643,356,659,Low bidder.,answer
0012529295.json,52,702,145,720,Submitted By:,question
0012529295.json,34,496,298,619,*Actual start date on the part of supplier Technically was due to start 9/ 7 (the) 10 week post intro period) See Project File Note) LJS 10/ 13/ 87,other
0012529295.json,51,730,143,747,Approved By:,question
0012529295.json,52,763,139,777,Approved By:,question
0012529295.json,47,791,141,807,Approved By:,question
0012529295.json,47,817,145,835,Budget Check:,question
0012529295.json,150,697,316,737,L J L. J. Spurtier,answer
0012529295.json,147,719,383,767,L. E. Gravely ,answer
0012529295.json,147,836,231,851,K. F. Lyle,answer
0012529295.json,131,849,222,866,Project File,answer
0012529295.json,125,864,248,879,S. Willinger (3),answer
0012529295.json,130,880,235,894,G. D. Raphael,answer
0012529295.json,130,892,291,912,V. Hansberry (If Int.),answer
0012529295.json,367,864,451,883,Project No.,question
0012529295.json,355,894,449,909,Account Name,question
0012529295.json,462,861,536,880,1987- 113CA,answer
0012529295.json,461,699,544,728,10/ 9/ 87,answer
0012529295.json,456,725,542,750,10/ 13/ 87,answer
0012529295.json,298,483,482,516,This Amount (From Next Year's Budget),question

file_name,box.0,box.1,box.2,box.3,text,label
0012602424.json,85,57,128,79,DATE:,question
0012602424.json,81,127,161,151,SUPPLIER:,question
0012602424.json,82,172,153,193,PREVIOUS,question
0012602424.json,161,175,172,192,$,question
0012602424.json,177,170,276,195,COMMITMENTS,question
0012602424.json,284,173,320,195,THIS,question
0012602424.json,328,173,396,198,PROJECI:,question
0012602424.json,476,177,489,197,$,question
0012602424.json,476,205,487,226,$,question
0012602424.json,476,258,486,278,$,question
0012602424.json,78,296,151,321,REASONS:,question
0012602424.json,359,624,444,641,COMMITTED,question
0012602424.json,451,626,472,643,TO,question
0012602424.json,475,624,525,644,DATE,question
0012602424.json,440,642,492,657,Year),question
0012602424.json,360,640,435,661,(Current,question
0012602424.json,588,697,629,718,DATE,question
0012602424.json,589,735,627,752,DATE,question
0012602424.json,587,772,629,790,DATE,question
0012602424.json,588,809,627,827,DATE,question
0012602424.json,587,845,628,863,DATE,question
0012602424.json,285,694,330,709,BEATTY,question
0012602424.json,261,694,276,709,A.,question
0012602424.json,239,693,256,708,D.,question
0012602424.json,239,729,254,746,T.,question
0012602424.json,260,729,277,746,E.,question
0012602424.json,284,767,340,781,SPROUGE,question
0012602424.json,286,730,329,745,ALBERT,question
0012602424.json,260,767,278,781,A.,question
0012602424.json,240,768,255,779,B.,question
0012602424.json,70,865,140,887,ORIGINAL,question
0012602424.json,68,887,96,907,CC:,question
0012602424.json,38,430,133,450,PROJECTED:,header
0012602424.json,219,655,375,708,,answer
0012602424.json,223,708,375,740,,answer
0012602424.json,362,781,485,823,,answer
0012602424.json,328,804,490,864,,answer
0012602424.json,624,922,752,943,681925147,other
0012602424.json,293,17,517,45,CHANGE OF AUTHORIZED COST,header
0012602424.json,441,60,602,84,AUTHORIZATION NO.:,question
0012602424.json,642,66,690,83,NP -75,answer
0012602424.json,187,57,245,77,11/ 28/ 84,answer
0012602424.json,82,98,199,122,PROJECT NAME:,question
0012602424.json,215,103,601,126,GEMINI AWARENESS ATTITUDE & USAGE MONITOR. - PORTLAND,answer
0012602424.json,203,133,380,150,BURKE MARKETING RESEARCH,answer
0012602424.json,496,175,565,196,"220, 000",other
0012602424.json,504,205,718,232,"+1 ,000 (0 .5% CHANGE)",answer
0012602424.json,497,251,561,271,"221, 000",answer
0012602424.json,78,201,407,249,AMOUNT OF CHANGE INCREASE ): (CIRCLE ONE),question
0012602424.json,80,253,352,277,ADJUSTED TOTAL COST OF PROJECT:,question
0012602424.json,135,330,694,389,"REVISED COST DUE TO A QUESTION ADDED TO THE SECOND WAVE AND CHANGES MADE IN WORDING OF OTHER QUESTIONS. THIS COVERS THE COST OF ADDITIONAL TELEPHONE INTERVIEW LENGTH, CODING OF THE OPEN- END, PROGRAMING CHANGES, TABULATION AND ANALYSIS.",answer
0012602424.json,42,450,138,464,Field Start,question
0012602424.json,41,465,167,482,Field Complete,question
0012602424.json,42,479,185,500,Final Report Due,question
0012602424.json,223,448,308,465,Aug. 1984,answer
0012602424.json,223,466,306,479,Dec. 1984,answer
0012602424.json,225,480,309,495,Jan. 1985,answer
0012602424.json,365,434,520,454,TOTAL AREA BUDGET:,question
0012602424.json,363,461,560,478,CURRENT BAL. AVAILABLE:,question
0012602424.json,363,486,546,520,THIS CHANGE: (From Current Budget),question
0012602424.json,360,525,466,542,THIS AMOUNT,question
0012602424.json,366,542,585,560,(From Next Year's Budget),question
0012602424.json,359,564,471,582,NEW BALANCE:,question
0012602424.json,644,564,726,582,"16, 395. 66",answer
0012602424.json,494,528,549,542,200. 00,answer
0012602424.json,645,459,723,476,17 195. 66,answer
0012602424.json,662,483,729,503,-800. 00,answer
0012602424.json,531,423,726,452,"1984 (REV) 3, 488, 000. 00",answer
0012602424.json,616,624,728,642,"3, 493, 204. 34",other
0012602424.json,573,666,652,700,11/ /29 /84,answer
0012602424.json,538,705,627,748,12 /10 /84,other
0012602424.json,559,743,645,775,12- 10- 84,answer
0012602424.json,567,786,659,816,12/ 11/ 84,answer
0012602424.json,568,821,634,843,12 -11,answer
0012602424.json,68,675,186,697,SUBMITTED BY:,question
0012602424.json,68,711,176,734,APPROVED BY:,question
0012602424.json,70,750,176,771,APPROVED BY:,question
0012602424.json,68,785,174,806,APPROVED BY:,question
0012602424.json,70,823,176,844,APPROVED BY:,question
0012602424.json,147,863,274,890,- PROJECT FILE,answer
0012602424.json,163,880,359,934,S. WILLINGER (3) ☑ RESEARCH GROUP MANAGER,answer
0012602424.json,236,839,338,856,A. J. MELLMAN,question
0012602424.json,236,802,336,819,L. R. GRAVELY,question
0012602424.json,230,732,394,784,B a ,answer
0012602424.json,408,890,514,914,PROJECT No.,question
0012602424.json,412,923,526,943,ACCOUNT NAME,question
0012602424.json,531,894,609,910,1984- 175NP,answer
0012602424.json,531,923,622,938,New Products,answer

file_name,box.0,box.1,box.2,box.3,text,label
0012947358.json,53,228,74,243,VIA:,header
0012947358.json,422,43,440,56,TO:,question
0012947358.json,405,99,440,112,FROM:,question
0012947358.json,420,128,437,139,Per,question
0012947358.json,408,183,437,198,DATE:,question
0012947358.json,542,177,566,190,VIA:,header
0012947358.json,53,270,70,281,RE:,question
0012947358.json,47,309,69,322,FOR,question
0012947358.json,250,267,271,282,IN,question
0012947358.json,70,412,131,425,Document(s),question
0012947358.json,134,412,172,425,Served:,question
0012947358.json,71,440,102,451,Court:,question
0012947358.json,73,684,118,697,Remarks,question
0012947358.json,426,781,443,795,BY:,question
0012947358.json,427,811,444,824,Per,question
0012947358.json,47,130,67,144,,question
0012947358.json,78,230,98,243,(X),answer
0012947358.json,310,265,381,280,FLORIDA,answer
0012947358.json,568,190,585,203,(X),answer
0012947358.json,475,166,496,177,(city),other
0012947358.json,596,165,624,176,(State),other
0012947358.json,471,82,493,92,(City),other
0012947358.json,515,109,561,119,(Originating,other
0012947358.json,564,109,589,119,Agent),other
0012947358.json,589,81,617,92,(State),other
0012947358.json,535,54,546,64,(C,other
0012947358.json,546,54,554,62,T.,other
0012947358.json,554,54,583,62,Office),other
0012947358.json,608,317,635,327,(Name,other
0012947358.json,635,316,659,329,State),other
0012947358.json,434,209,560,332,,other
0012947358.json,553,606,687,743,,other
0012947358.json,535,848,571,859,(Address),other
0012947358.json,60,684,71,697,9.,other
0012947358.json,59,631,70,644,8.,other
0012947358.json,59,603,69,614,7.,other
0012947358.json,56,578,69,589,6.,other
0012947358.json,59,521,70,535,5.,other
0012947358.json,54,466,68,477,4.,other
0012947358.json,57,441,67,454,3.,other
0012947358.json,57,413,68,424,2.,other
0012947358.json,57,370,67,383,1.,other
0012947358.json,28,32,237,106,C T SYSTEM The Corporation Trust Company C T Corporation System and Associated Companies,header
0012947358.json,440,38,672,54,The Corporation Trust Company,answer
0012947358.json,457,64,612,80,"New York, New York",other
0012947358.json,458,92,634,107,C T Corporation System,answer
0012947358.json,458,122,600,137,Phyllis G. Jennings,answer
0012947358.json,461,148,615,164,"Jacksonville, Florida",answer
0012947358.json,454,180,514,195,1- -27 -69,answer
0012947358.json,568,176,659,189,() Certified Mail,question
0012947358.json,587,189,674,203,Certified Air Mail,question
0012947358.json,81,126,330,186,Walliam Degenhardt Tax Director The American Tobacco Company 245 Park Avenue New York New York 1001,other
0012947358.json,148,186,232,199,Recipienti,other
0012947358.json,99,229,171,243,Certified Mail,question
0012947358.json,175,229,247,243,() Messenger,question
0012947358.json,80,246,191,260,() Certified Air Mail,question
0012947358.json,75,267,242,285,PROCESS SERVED,answer
0012947358.json,589,300,631,315,N. J.,other
0012947358.json,88,307,371,322,THE AMERICAN TOBACCO COMPANY,answer
0012947358.json,261,323,341,331,Name of Company,other
0012947358.json,77,335,598,354,Enclosed are copies of legal proces served upon the statutory agent of the above company as follows:,question
0012947358.json,70,369,143,382,Title of Action:,question
0012947358.json,147,356,658,397,"Reuben Sunstein, Plaintiff, v. The American Tobacco Company, a New Jorsey corporation, Defendant.",answer
0012947358.json,186,408,362,425,Summons and Complaint,answer
0012947358.json,117,430,486,453,"Circuit Court, Dade County, Florida. No. 69 -1351",answer
0012947358.json,71,465,158,479,Nature of Action:,question
0012947358.json,168,454,667,476,"For personal injuries resulting after smoking ""Pall Mall"" and ""Lucky",other
0012947358.json,63,469,683,510,"Strike"" cigarettes manufactured by defendant, wherein plaintiff alleges breach of was- anties, seeks damages in excess of $5, 000 and demands trial by jury.",answer
